Date,Temperature,Relative Humdity,Wind Speed
2016-02-09,19.76003317,44.29166667,6.070200017
2016-02-10,20.58669977,36.45833333,4.180959102
2016-02-11,19.49378325,32.91666667,12.21578296
2016-02-12,19.06128292,30.95833333,8.879519704
2016-02-13,19.48878325,30.45833333,13.35028714
2016-02-14,20.90711642,32.875,7.014502954
2016-02-15,19.32336658,31.125,7.439768496
2016-02-16,19.00753304,31,7.901938013
2016-02-17,21.3858665,30.125,9.821565696
2016-02-18,24.13669975,29.29166667,11.2315669
2016-02-19,27.15461658,33.125,4.277165924
2016-02-20,25.36919958,40.79166667,8.115740958
2016-02-21,21.59794977,45.25,15.86727263
2016-02-22,21.06919975,24.04166667,17.50047038
2016-02-23,21.28836654,20.75,12.10209169
2016-02-24,22.087533,21.70833333,3.972373677
2016-02-25,22.47253325,22.41666667,8.067062363
2016-02-26,23.00878304,27.41666667,6.667972233
2016-02-27,23.30753275,28.95833333,5.109599067
2016-02-28,24.44628288,29.29166667,3.978303953
2016-02-29,24.23711638,31.66666667,6.608630763
2016-03-01,24.41503283,33.04166667,5.810591492
2016-03-02,26.39336633,29.70833333,5.567862771
2016-03-03,27.26878313,25.875,6.144402104
2016-03-04,28.1758665,22.33333333,5.577909267
2016-03-05,26.29045013,28.08333333,7.652012571
2016-03-06,23.84919938,48.625,17.6523874
2016-03-07,24.78253288,41.33333333,10.19892375
2016-03-08,25.0641995,37.04166667,10.48168458
2016-03-09,25.83253267,33.91666667,8.632624046
2016-03-10,26.57044988,29.95833333,7.687933071
2016-03-11,27.11670004,31,6.810357929
2016-03-12,25.8141995,40.16666667,9.165892517
2016-03-13,25.06544967,40.625,11.48893089
2016-03-14,24.53586633,47.29166667,12.26100239
2016-03-15,23.21461638,39.54166667,12.90680973
2016-03-16,23.86294971,32.54166667,13.8034231
2016-03-17,26.20961658,28.58333333,7.973413674
2016-03-18,28.38461688,25.41666667,11.62676314
2016-03-19,27.66003325,27.625,9.777433758
2016-03-20,28.03503321,29.45833333,8.630098388
2016-03-21,25.63378333,27.33333333,17.68560404
2016-03-22,23.55753329,20.33333333,21.86086808
2016-03-23,25.72795017,17.375,14.2941616
2016-03-24,29.61045013,16.83333333,7.157678071
2016-03-25,31.25670038,16.95833333,9.081895396
2016-03-26,28.96378317,23.875,9.695628058
2016-03-27,27.25169996,22.04166667,14.34506975
2016-03-28,27.50419979,22.45833333,10.21957855
2016-03-29,29.01378371,21.125,10.49633189
2016-03-30,30.38086675,18.66666667,10.31995922
2016-03-31,31.7650335,16.66666667,6.585644696
2016-04-01,32.43503358,17.91666667,7.263915075
2016-04-02,33.71003329,18.54166667,6.978905463
2016-04-03,36.59711738,17.625,5.438715174
2016-04-04,34.97670067,18.625,10.03062886
2016-04-05,32.17336692,17.95833333,13.02397525
2016-04-06,31.24586692,16.20833333,7.47024275
2016-04-07,29.99045004,21,10.51120033
2016-04-08,30.08253338,18.375,10.40283982
2016-04-09,31.53045008,15.125,9.284349417
2016-04-10,32.39961675,15.66666667,8.810948338
2016-04-11,31.0333665,18.16666667,16.26661254
2016-04-12,30.06920008,22.79166667,20.20654104
2016-04-13,31.10045029,19.5,18.88465913
2016-04-14,33.41753363,15.04166667,12.23354877
2016-04-15,35.68920021,13,10.51032801
2016-04-16,37.17795063,13.33333333,8.965772908
