PM10 Delhi,12:00:00 AM,1:00:00 AM,2:00:00 AM,3:00:00 AM,4:00:00 AM,5:00:00 AM,6:00:00 AM,7:00:00 AM,8:00:00 AM,9:00:00 AM,10:00:00 AM,11:00:00 AM,12:00:00 PM,1:00:00 PM,2:00:00 PM,3:00:00 PM,4:00:00 PM,5:00:00 PM,6:00:00 PM,7:00:00 PM,8:00:00 PM,9:00:00 PM,10:00:00 PM,11:00:00 PM
10/16/2017,228.9,188.9,200.88,210.02,173.28,136.94,133,154.7,178.34,213.88,241.65,173.7,235.12,282.29,259.29,208.8,206.96,197.72,178.3,161.95,269.82,282.29,282.08,336.72
10/17/2017,344.36,389.3,307.24,270.91,254.74,231.8,255.06,264.42,252.07,251.37,167,252.2,215.22,184.76,55.07,60.23,112.57,167.28,192.42,157.2,155.22,187.05,188.25,180.74
10/18/2017,197.39,199.24,230.84,213.02,191.3,200.2,204.96,220.72,203.4,194.07,203.54,249.94,267.98,263.17,218.76,210.49,190.55,166.08,177.84,144.86,162.88,189.17,179.07,217.3
10/19/2017,250.82,273.12,279.69,285.52,317.1,311.79,298.97,325.36,325.72,303.92,255.78,110.53,140.3,240.7,195.27,172.47,182.32,121.17,185.83,186.42,213.41,265.8,396.98,577.01
10/20/2017,466.35,534.86,720.02,623.9,563.7,689.43,443.96,290.52,206.11,598.45,793.26,428.35,223.3,217.82,280.18,286.08,210.97,211.8,242.62,219.44,214.82,182.01,306.34,336.89
10/21/2017,377.25,387.06,376.44,365.26,358.49,386.47,394.74,380.28,388.18,264,385.32,336.29,423.53,391.75,207.19,249.94,239.78,245.08,227.46,222.9,232.14,293.54,287.15,200.14
10/22/2017,199.3,180.46,165.28,187.56,228.82,231.98,228.1,238.38,246.6,259.64,156.74,244.24,178.18,130.95,230.5,207.27,190.25,198.19,215,233.32,167.32,169.17,190.05,168.66
10/23/2017,184.87,174.17,180.47,164.43,177.59,162.89,215.88,195.3,235.1,247.24,289.38,295.06,298.06,291.16,237.64,267.7,201.66,137.66,165.02,221.35,357.33,385.94,392.7,346.84
10/24/2017,277.84,403.76,373.78,310.23,317.35,336.16,378.94,387.14,357.95,342.12,404.65,361.25,389.34,381.04,361.02,296.67,241.54,208.75,215.33,281.19,341.99,358.86,337.93,294.59
10/25/2017,310.79,319.2,321.66,334.35,332.96,332.46,341.38,413.74,409.68,385.23,334.84,334.49,400.52,425.95,308.55,334.91,257.69,238.77,212.12,362.36,226.24,310.85,305.05,281.26
10/26/2017,254.88,263.38,266.44,244.26,230.95,246.04,296.11,302.86,318.03,360.84,354.88,345.44,337.49,282.82,284,264.85,254.54,261.81,230.66,264.42,316.4,357.06,338.39,293.34
10/27/2017,202.47,208.42,301.18,258.86,236.3,243.21,277.16,288.76,305.3,367.79,303.33,294.51,308.62,307.86,293.54,287.66,240.13,265.58,287.78,336.86,353.3,362.5,353.34,363.92
10/28/2017,380.86,376.51,362.84,372.12,356.84,350.97,336.84,315.43,336.68,384.17,393.26,390.87,346.82,270.96,285.4,281.56,252.3,229.7,277.6,276.05,313.85,329.65,344.2,331.65
10/29/2017,329.96,357.97,347.58,330.73,290.78,276.11,280.35,295.77,315.8,357.47,338.13,313.58,308.07,279.38,291.56,286.2,270.48,264.35,244.75,256.53,261.31,296.88,315.32,313.14
10/30/2017,300.36,289.17,278.61,294.4,295.07,278.35,286.56,282.62,283.72,300.87,360.97,456.1,324.47,323.21,357.4,299.24,265.41,244.93,229.29,251.04,357.88,348.22,334.82,354.5
10/31/2017,279.11,328.18,295.36,304.45,319.51,287.73,325.75,331.59,352.68,381.45,389.7,392.2,304.54,290.41,272.29,290.69,317.76,245.3,253.42,384.58,374.96,369.09,338.83,333.11
11/1/2017,326.79,315.74,360.8,315.78,283.79,276.82,264.37,256.43,252.15,219.65,235.57,163.35,260.75,255.96,226.1,228.1,236.85,249.87,252.26,274.63,315.94,300.26,275.32,234.43
11/2/2017,215.96,193.36,168.79,170.47,165.58,160.68,180.4,193.27,192.74,218.73,246.63,255.68,256.85,261.24,283,240.31,260.44,222.2,228.6,236.27,248.78,255.01,297.1,305.64
11/3/2017,280.18,200.62,271.49,251.53,220.69,231.43,239.34,208.59,188.06,244.46,269.9,235.1,193.76,162.06,238.99,148.76,231.06,212.33,256.14,270.65,278.46,291.66,319.15,309.02
11/4/2017,321.62,313.57,312.24,312.1,290.77,294.24,298.28,295.63,288.96,323.84,333.54,312.1,287.89,251.72,256.12,219.16,214.27,227.77,238.76,271.81,342.35,343.78,337.73,336.44
11/5/2017,313.18,321.54,324.41,376.1,389.92,438.88,411.62,374.69,389.42,386.73,394.16,421.67,324.62,250.69,231.88,205.44,215.22,224.67,258.17,371.95,350.61,357.29,346.12,352.27
11/6/2017,353.99,349.03,332.09,325.03,325.43,338.41,343.5,328.79,312.82,318.68,351.93,339.13,313.69,266.78,237.38,214.19,217.93,217.41,243.82,335.19,355.12,400.91,494.91,610.28
11/7/2017,692.85,731.12,765.26,734.6,718.59,720.92,775.6,768.03,757.99,836.36,754.15,524.35,755.73,588.09,513.97,376.99,366.09,361.35,406.27,490.06,614.27,775.34,837.43,846.86
11/8/2017,849.8,863.16,879.28,829.56,834.9,764.54,744.33,762.45,745.65,725.5,758.06,792.8,777.09,873.09,772.08,726.35,878.73,572.43,537.62,950.73,697.96,978.97,909.21,900.8
11/9/2017,767.86,684.41,651.34,609.23,651.14,629.33,646.42,710.29,703.18,755.46,788.01,818.43,764.99,791.7,537.32,383.89,393.52,456.48,482.35,585.4,669.2,720.1,722.95,729.94
11/10/2017,687.97,655.34,645.85,630.56,625.3,613.8,623.19,600.65,593.62,623.72,657.51,671.5,596.68,435.28,345.71,275.17,264.57,250.17,248.17,330.02,359.34,364.04,406.44,410.98
11/11/2017,436.18,421.29,431.79,430.99,430.14,461.7,449.13,423.27,423.98,428.45,497.36,522.9,499.19,509.59,520.76,521.14,508.9,512.35,541.76,584.3,631.38,673.07,681.23,733.71
11/12/2017,733.79,714.11,693.85,673.65,663.02,661.04,684.34,649.36,630.2,689.63,756.02,793.05,736.72,693.35,667.91,566.76,440.19,389.09,400.02,442.75,513.17,556.05,596.34,593.14
11/13/2017,589.98,556.76,546.78,545.63,533.07,558.56,577.25,573.3,548.06,596.37,618.12,611.65,569.64,547.22,467.48,391.28,287.16,269.87,352.05,366.06,426.83,467.46,503.13,463.51
11/14/2017,465.24,429.55,404.35,392.76,365.02,358.92,360.58,354.63,353.19,367.46,372.61,327.64,384.74,351.38,357.68,339.26,332.4,320.32,330.94,344.22,339.29,368.41,385.85,375.3
11/15/2017,359.74,342.9,329.8,316.96,298.66,298.22,305.85,255.17,265.96,296.52,275.42,256.48,267.23,215.72,215.48,207.05,187.6,187.74,245.55,284.96,301.75,315.69,331.81,339.91
11/16/2017,342.27,314.82,309.04,316.71,308.34,291.27,296.07,303.54,306.51,329.38,391.11,389.22,323.55,264.15,249.77,246.71,239.2,213.21,196.91,209.49,198.35,201.79,222.23,231.26
11/17/2017,221.62,220.34,219.53,224.35,226.53,279.26,327.67,298.63,259.25,233.42,205.04,195.6,187.36,196.21,186.88,175.46,154.57,148.88,165.05,192.86,242.19,242.19,244.62,234.3
11/18/2017,221.01,215.84,227.96,225.72,200.11,174.75,191.84,190.5,184.68,183.3,186.03,197.57,183.8,186.61,214.02,186.22,175.67,168.51,178.74,200.32,206.41,233.58,264.21,264.85
11/19/2017,208.34,176.36,174.3,150.43,138.8,131.66,148.78,165.83,181.89,208.41,211.29,217.26,210.41,196.9,192.85,176.74,163.81,147.1,149.56,174.4,204.88,239.22,288.78,314.34
11/20/2017,308.72,304.82,273.48,258.38,254.03,254.63,256.72,255.5,261.64,280.48,315.22,383.67,353.85,223.24,178.8,166.92,140.68,136.55,148.03,176.69,217.88,260.72,286.25,285.87
11/21/2017,282.07,306.23,315.82,352,335.8,293.16,239.74,223.48,218.32,226.86,232.03,267.43,296.25,257.31,241.54,208.6,155.85,165.34,160.88,193.63,229.88,262.83,291.68,324.32
11/22/2017,328.41,344.58,347.13,347.84,351.46,328.87,301.25,246.62,225.82,241.5,260.68,276.42,299.3,264.85,209.79,167.66,150.81,138.92,156.5,173.54,201.26,246.05,288.12,297.21
11/23/2017,303.9,313.82,310.15,308.88,286.78,257.85,238.11,230.05,221.8,241.37,291.41,298.09,315.3,253.08,195.28,165.92,142.92,145.81,179.74,200.96,226.16,280.62,306.87,314.71
11/24/2017,324.62,310.65,305.61,294.39,293.31,285.15,286.47,264.62,252.12,260.14,292.47,313.98,264.65,237.91,198.21,170.72,160.89,138.86,210.92,207.98,237.04,264.1,288.91,302.29
11/25/2017,301.16,303.24,308.9,302.42,296.6,306.72,317.88,297.37,271.05,262.85,241.77,256.8,253.92,225.22,228.01,207.08,180.68,169.46,189.52,239.04,276.58,314.52,336.04,347.41
11/26/2017,381.59,404.17,361.84,383.26,375.79,338.21,399.64,397.66,358.5,338.26,321.89,341.54,324.12,270.99,228.01,232.73,229.88,221.28,242.52,334.72,373.8,404.72,432.57,434.06
11/27/2017,423.69,396.65,350.07,325.97,359.48,347.82,361.51,347.79,330.53,313.82,301.82,324.12,328.81,310.57,286.99,257.85,234.77,216.28,253.85,284,317.72,365.6,401.83,432.52
11/28/2017,396.58,390.01,404.28,395.03,367.15,330.08,287.3,280.8,275.01,281.19,281.37,266.23,272.91,249.61,207.86,166.48,142.78,151.72,214.86,232.72,284.03,332.43,390.71,370.03
11/29/2017,387.61,395.95,382.68,369.18,341.88,320.14,339.09,329.1,356.31,371.91,409.77,416.34,319.69,302.86,235.78,181.65,172.09,198.17,240.05,270.79,313.99,369.99,409.01,429.22
11/30/2017,410.72,418.68,427.82,419.55,417.87,403.01,397.29,390.42,390.19,439.54,462.32,435.05,318.78,319.6,229.2,201.23,173.8,171.54,164.71,231.35,310.38,351.97,419.8,355.35
12/1/2017,371.91,380.02,421.3,402.8,382.63,391.5,361.13,341.25,342.98,351.63,372.28,377.3,332.01,298.39,227.19,171.24,146.7,144.62,179.86,242.7,239.08,273.65,309.42,356.12
12/2/2017,352.25,333.57,376.79,340.48,337.3,335.13,397.13,406.42,408.29,434.74,453.28,465.54,390.08,234.39,210.2,181.76,160.65,156.09,185.06,299.41,263.93,335.36,349.19,380.12
12/3/2017,370.88,367.05,413,409.28,347.87,370.48,389.95,338.1,405.07,452.96,501.63,430.76,332.96,263.21,243.34,335.26,299.92,270.74,286.47,302.43,338.68,358.19,395.56,397.48
12/4/2017,462.73,444.88,429.12,436.32,486.23,463.87,437.34,434.32,380.24,458.45,547.09,569.74,427.88,270.1,243.03,248.04,248.21,272.77,285.64,341.77,344.98,361.55,382.48,385.53
12/5/2017,417.34,393.93,379.82,391.66,403.06,414.04,401.71,386.63,409.35,445.58,512.01,561.98,418.17,310.68,270.24,267.54,235.14,230.2,251.14,305.83,314.65,306.4,292.21,293.29
12/6/2017,286.14,292.33,273.33,222.91,185.55,194.14,211.13,212.25,224.02,243.86,267.29,285.82,262.91,205.56,184.65,170.46,139.49,124.31,136.39,157.43,176.5,179.56,195.1,213.82
12/7/2017,211.22,210.61,191.88,160.08,149.08,149.68,151.46,152.62,133.49,145.98,180.41,175.57,178.38,168.82,156.02,155.51,135.32,125.52,142.91,157.8,175.07,202.36,224.08,249.07
12/8/2017,192.35,188.64,177.3,151.27,138.62,141.98,153.12,173.37,181.7,221.95,246.31,232.29,225.19,191.4,188.6,189.02,181.41,183.8,191.8,213.73,234.88,290.39,300.74,315.33
12/9/2017,284.19,280.1,273.46,300.51,291.99,302.19,285.89,280.83,271.4,259.37,268.63,270.01,253.32,246.26,223.96,208.19,205.28,190.11,192.95,280.97,219.63,376.84,306.12,368.23
12/10/2017,357,372.53,363.89,358.73,366.22,437.08,427.05,409.82,388.11,404.76,422.06,456.2,420.98,331.59,235.46,185.1,225.95,200.85,246.88,331.69,269.7,300.81,343.85,348.62
12/11/2017,362.47,363.74,395.39,391.6,404.21,424.41,382.02,416.73,421.78,468.38,537.92,488.36,415.84,329.84,306.33,286.17,258,251.67,256.84,234.01,220.45,183.77,181.93,140.97
12/12/2017,79,61.76,77.82,85.02,89.79,95.32,97.78,104.28,118.07,131.73,141.44,165.53,177.09,175.8,191.18,222.39,222.8,211.92,212.05,206.9,204.3,207.07,199.44,187.65
12/13/2017,179.86,177.36,174.04,176,168.15,164.17,171.77,190.53,193.95,207.7,198.46,186.67,169.48,173.75,209.75,225.58,248.37,226.68,220.16,221.02,240.22,249.36,254.52,255.99
12/14/2017,227.07,219.38,200.72,178.42,175.46,189.95,185.05,166.29,142.92,167.46,175.94,195.88,204.75,175.49,181.69,184.82,162.78,149.32,151.48,164.5,186.68,221.56,269.34,280.73
12/15/2017,261.91,240.02,234.18,203.75,167.85,151.32,151.1,164.92,186.93,219.64,246.95,286.2,266.93,237.99,217.12,197,170.99,143.18,123.95,152.44,145.24,158.93,167.12,163.95
12/16/2017,146.65,150.76,140.6,141.87,133.36,118.26,108.9,130.49,134.42,147.83,162.12,156.45,134.06,155.58,178.4,141.76,123.28,121.62,131.03,169.6,215.45,213.86,203.2,205.82
12/17/2017,198.38,179.01,154.44,168.04,173.75,143.7,136.39,137.28,121.46,124.85,166.73,172.92,156.04,164.57,165.76,147.41,129.53,126.19,133.69,166.19,205.51,227.25,221.71,206.91
12/18/2017,201.95,172.53,151.11,154.98,144.18,135.5,145.27,167.92,168.48,185.34,201.54,220.04,214.14,198.92,182.2,166.8,152.98,177.44,193.56,201.47,232.89,250.98,264.69,266.42
12/19/2017,269.03,268.09,277.89,241.99,216.76,203.43,199.49,202.31,205.29,243.48,272.72,292.81,281.27,282.55,247.15,209.83,193.32,180.22,219.28,265.24,299.5,347.29,356.94,396.63
12/20/2017,372.2,341.34,365.37,329.23,310.57,302.74,321.62,312.87,324.9,338.13,379.07,399.08,409.19,440.24,448.02,474.89,454.57,414.89,446.67,466.11,534.77,566.6,561.24,543.49
12/21/2017,553.42,557.72,530.38,506.94,485.47,451.66,448.33,440.32,444.23,472.21,521.4,542.33,555.16,565.22,500.44,408.96,319.63,277.19,266.51,273.96,297.27,325.36,353.54,347.83
12/22/2017,362.77,362.86,347.1,310.78,287.29,262.23,267.09,267.82,270.76,282.52,301.12,285.56,278.87,221.98,184.48,162.94,144.89,146.43,138.07,129.08,170.6,185.91,207.17,214.72
12/23/2017,221.91,214.32,185.45,165.95,165.57,166.11,163.22,164.32,163.08,168.35,196.19,198.98,178.39,165.97,148.45,132.63,113.77,109.65,111.98,149.48,221.61,276.17,266.16,310.35
12/24/2017,287.2,290.7,369.31,359.84,346.16,278.88,274.97,320.09,313.59,315.15,300.45,279.84,242.11,219.83,215.39,202.84,206.24,234.16,234.52,289.82,366.65,412.61,449.4,431.21
12/25/2017,427.29,443.82,424.96,405.62,399.72,418.7,447.05,436.26,429,487.2,533.04,545.51,452.86,328.55,219.05,185.25,165.07,156,182.66,231.23,322.18,393.02,407.28,399.01
12/26/2017,397.07,390.17,374.13,380.99,310.5,310.04,324.43,329.55,331.47,365.48,397.91,373.05,361.59,280.53,267.3,249.55,217.18,204.54,219.91,252.24,313.28,385.64,386.56,403.52
12/27/2017,400.29,411.08,405.45,405.78,339.66,343.91,314.2,298.56,313.93,369.98,392.62,374.99,304.12,235.45,210.9,180.21,168.84,179.15,196.21,291.86,292.37,384.12,382.11,433.18
12/28/2017,405.7,419.79,444.62,469.24,413.83,408.87,374.25,380.51,359.77,399.27,464.81,455.59,404.97,311.35,269.46,246.39,205.37,182.78,176,248.44,332.75,408.81,463.57,451.31
12/29/2017,439.09,410.46,392.31,363.46,333.71,319.11,293.56,346.5,364.16,389.36,469.55,492.59,424.5,323.4,255.78,215.35,188.05,193.31,205.92,276.09,316.01,416.95,466.86,447
12/30/2017,457.41,471.22,472.64,454.3,424.82,434.43,435.16,415.41,408.36,433.62,449.27,476.19,455,409.55,330.56,249.45,243.78,231.31,241.75,313.56,368.91,462.37,475.73,512.76
12/31/2017,467.1,500.2,528.47,519.59,501.33,518.12,518.62,484.4,460.06,449.26,463.59,485.78,500.87,470.13,375.14,402.2,328.36,264.38,266.82,343.96,387.77,503.57,461.74,492.43
1/1/2018,534.35,483.02,460.98,481.26,518.77,532.97,499.17,380.07,301.55,264.2,298.37,369.2,474.75,468.01,416.92,366.54,370.73,302.42,350.56,407.35,415.91,418.06,419.21,427.75
1/2/2018,423.14,414.03,401.54,364.22,382.82,448.37,441.74,416.28,393.32,391.92,415.35,449.65,458.23,411.79,438.47,441.93,439.28,413.85,387.42,399.55,446.55,467.32,459.62,435.75
1/3/2018,447.51,378.58,317.14,261.48,231.27,228.54,241.94,232.94,225.61,239.26,247.75,281.05,311.49,358.76,380.7,368.38,379.27,366.47,361.34,412.33,444.87,443.22,476.92,448
1/4/2018,450.18,448.19,411.72,374.55,336.56,294.59,237.33,205.86,201.97,211.15,222.84,308.71,345.61,343.96,401.69,496.3,554.89,575.48,525.07,451.77,412.08,401.76,429.23,421.21
1/5/2018,359.22,327.3,304.63,308.83,304.08,285.92,275.81,254.72,252.97,268.89,300.64,361.61,413.03,442.73,420.75,419.56,399.85,410.9,375.06,400.91,464.42,465.02,424.71,422.2
1/6/2018,422.22,453.02,447.62,401.23,340.23,325.05,311.62,305.91,337.34,390.88,414.28,436.78,485.79,499.96,453.8,321.46,273.33,210.41,213.6,278.4,357.66,429.71,469.81,513.37
1/7/2018,476.72,436.58,425.47,360.1,325.82,320.12,343.63,318.2,290.05,288.1,296.35,279.48,268.65,241.67,202.1,175.41,167.12,156.62,167.44,216.92,276.44,330.33,339.72,322.81
1/8/2018,291.53,266.61,241.76,243.24,224.56,221.62,240.81,249.38,258.68,283.97,326.57,314.14,242.75,221.11,171.81,158.25,151.07,153.45,166.41,213.44,299.39,370.19,452.71,455.77
1/9/2018,476.84,494.11,482.73,446.05,449.51,377.18,372.76,392.58,356.07,406.63,458.34,422.61,344.17,263.52,239.07,202.15,191.66,201.31,210.64,243.38,311.24,369.65,418.5,394.24
1/10/2018,412.22,426.2,360.28,321.93,314.49,286.29,314.64,322.22,321.76,317.5,309.52,292.93,280.36,280.37,255.53,242.47,209.93,196.28,195.49,227.18,290.43,296.94,285.96,300.81
1/11/2018,258.16,260.89,256.66,226.25,223.12,220.82,234.39,232.82,245.95,264.57,285.25,277.62,259.79,240.05,226.08,201.66,192.03,178.55,179.87,188.84,236.94,278.31,335.06,351.07
1/12/2018,315.53,286.46,258.79,223.37,230.56,242.03,256.15,260.16,247.86,265.49,284.32,296.23,301.94,293.33,267.41,206.47,181.12,169.47,205.39,259.38,332.01,400.93,470.46,490.7
1/13/2018,463.81,448.57,468.06,484.49,469.92,447.87,429.2,415.5,422.18,443.6,493.53,432.05,341.46,261.89,199.39,165.08,122.72,110.01,130.41,181.58,273.98,356.65,474,494.47
1/14/2018,524.48,531.96,510.47,451.25,405.79,324.42,250.04,229.24,253.22,309.05,349.57,345.17,297.1,252.49,193.83,176.49,165.85,160.41,185.42,235.46,237.56,295.7,329.38,395.49
1/15/2018,412.32,408.35,371.11,390.87,391.59,367.94,371.64,373.34,346.49,390.52,395.67,369.31,336.75,281.98,229.74,207.25,198.06,204.18,212.49,222.34,246.15,230.96,239.05,238.28
1/16/2018,214.89,213.76,209.28,188.62,179.57,162.4,165.48,175.82,189.27,193.47,228.96,256.52,258.62,233.29,182.13,154.84,147.31,147.59,162.59,234.95,348.44,378.92,450.25,467.96
1/17/2018,485.68,468,427.81,468.77,431.37,365.9,350.95,350.12,322.2,317.04,314.02,327.57,334.27,313.47,284.23,260.01,244.52,252.44,261.73,301.24,350.24,400.26,417.91,435.43
1/18/2018,436.8,451.22,445.14,461.5,456.6,433.29,423.03,420.64,424.01,417.53,501.51,506.38,459.54,422.59,321.96,357.61,317.63,309.8,303.57,366.13,441.09,525.63,510.23,560.41
1/19/2018,535.06,521.27,539.35,556.93,536.2,518.84,511.75,477.63,459.91,471.93,489.18,425.18,362.39,312.54,252.88,231.4,225.67,189.55,214.36,251.78,304.72,351.73,406.44,409.24
1/20/2018,378.06,342.79,329.6,298.85,265.92,246.19,255.09,238.53,255.58,292.93,314.44,315.28,247.07,204.58,167.98,153.05,139.76,132.19,149.77,183.15,224.93,284.11,310.7,339.64
1/21/2018,362.46,369.84,362.54,351.97,342.44,360.44,326.03,289.09,252.89,233.36,212.09,198.19,199.08,178.8,161.45,151.75,152.49,157.89,183.62,229.42,334.5,336.74,424.81,416.21
1/22/2018,445.05,476.86,407.81,425.83,446.74,390.66,410.86,395.12,391.6,451.61,479.04,349.8,290.37,263.02,249.81,228.57,227.17,207.94,220.89,262.84,324.96,357.73,378.79,381.37
1/23/2018,381.75,361.23,310.59,296.09,297.97,283.2,275.47,246.95,241.97,262.09,272.53,290.27,281.66,243.79,197.36,207.52,191.17,212.86,198.94,188.12,196.12,192.73,161.41,171.74
1/24/2018,204.88,216.51,202.99,189.84,187.26,184.88,209.11,244.4,182.87,159.02,176.44,198.89,193.51,183.84,194.47,189.6,178.12,146.43,149.43,155.74,172.5,197.23,243.76,250.88
1/25/2018,249.65,240.64,211.95,183.43,170.12,160.65,155.21,132.22,104.64,109.65,116.63,133.48,134.26,154.37,150.03,154.66,156.92,137.69,135.02,146.36,171.6,207.03,243.43,255.79
1/26/2018,261.42,257.8,250.5,218.96,194.4,166.18,158.15,149.44,137.42,147.41,161.77,202.12,218.19,244.46,266.19,237.95,221.45,194.71,176.89,195.02,217.32,243.53,247.22,215.41
1/27/2018,208.26,219.53,231.92,216.51,215.62,226.92,238.2,242.38,242.42,239.24,263.58,272.02,288.78,300.08,289.69,280.73,225.96,211.79,207.37,241.38,310.24,383.58,437.45,512.77
1/28/2018,500.36,423.39,366.34,329.95,267.83,222.05,233.65,175.9,146.04,139.24,149.86,192.27,228.15,259.9,252.26,199.06,165.79,140.15,137.11,174.36,221.66,283.67,355.02,394.31
1/29/2018,427.59,395.23,395.79,371.53,370.74,373.92,417.15,382.78,285.12,191.19,191.38,228.14,238.79,204.85,178.8,160.8,158.38,142.08,150.98,172.96,212.28,292.58,306.6,289.24
1/30/2018,259.26,237.72,213.18,188.84,179.45,192.75,222.83,234.79,261.17,274.02,279.94,244.25,247.85,221.71,197.86,205.63,180.28,173.2,160.22,171.08,179.61,194.96,205.47,176.18
1/31/2018,158.56,166.71,198.66,214.76,191.22,198.33,214.71,225.53,234.63,248.93,255.25,248.76,233.32,217.54,191.77,172.96,159.39,156.62,150.26,159.82,189.84,229.27,264.04,252.61
2/1/2018,245.17,259.84,266.41,257.13,228.84,225,243.23,237.84,275,370.99,434.18,435.37,398.16,328.16,267.25,233.34,209.22,200.72,210.53,256.15,320.9,395.26,419.07,448.09
2/2/2018,389.46,322.97,271.77,263.77,242.1,239.06,242.99,257.03,286.67,349.72,416.8,432.41,375.25,320.94,253.24,217.97,199.42,191.86,189.24,216.82,267.96,279.02,280.87,264.54
2/3/2018,255.48,243.2,238.97,220.76,206.98,205.09,217.07,238.22,247.76,306.06,397.11,417.28,347.44,248.38,191.66,159.57,142.49,138.64,139.21,157.34,204.45,237.25,274.28,316.02
2/4/2018,314.38,314.43,281.48,248.24,236.59,227.29,245.94,253.3,259.72,298.35,328.55,328.82,285.97,246.14,208.86,170.92,149.25,149.99,149.23,163.82,228.03,283.72,321.01,357.08
2/5/2018,343.44,326.53,307.77,282.43,310.91,327.96,332.68,320.45,359.6,431.64,471.91,439.91,377.43,288.93,223.72,176.83,185.33,158.16,168.61,206.19,268.79,336.72,378.74,376.15
2/6/2018,377.73,377.63,372.43,369.19,362.77,358.77,317.68,283.06,274.01,293.91,289.38,265.26,243.17,226.48,210.37,198.25,202.81,207.73,170.97,188.52,217.12,242.46,264.76,278.83
2/7/2018,269.72,265.6,264.87,236.05,219.71,206.4,220.52,241.77,261.41,306.57,351.86,325.89,282.97,233.81,196.84,163.41,159.07,150.2,151.25,169.98,225.91,302.24,342.29,377.68
2/8/2018,383.94,407.16,386.01,411.5,416.29,373.6,388.16,402.76,428.34,474.59,506.95,430.01,294.33,269.2,231.92,193.36,156.12,153.34,154.29,184.55,273.74,344.75,417.12,444.56
2/9/2018,463.21,481.11,459.24,428.9,418.72,398.4,402.22,389.02,399.43,452.59,467.36,433.63,347.74,268.36,234.77,200.24,172.66,166.92,170.09,198.23,273.79,343.78,382.25,421.89
2/10/2018,413.05,421.43,412.08,431.97,419.46,432.45,432.8,428.55,463.33,488.56,532.09,440.63,364,294.9,273.36,226.6,200.09,199.37,201.25,221.01,308.54,413.31,462.39,472.22
2/11/2018,446.64,414.47,413.38,392.51,346.99,297.1,260.26,259.83,274.84,325.3,336.96,322.74,282.17,269.31,291.3,352.45,275.05,299.21,234.43,212.45,223.13,235.29,244.22,212.95
2/12/2018,177.58,144.09,120.53,102.2,102.85,113.43,114.25,123.65,144.71,161.79,178.39,187.2,245.53,249.23,220.65,176.21,190.28,210.51,166.6,126.19,109.11,104.9,104.83,99.87
2/13/2018,104.3,109.47,109.76,109.82,129.01,131.87,144.23,159.32,175.88,214.18,228.76,214.85,231.98,243.39,194.7,176.73,171.98,166.95,160.21,152.32,171.33,196.85,197.46,187.45
2/14/2018,171.29,171.42,142.61,119.52,106,99.36,97.29,123.4,151.57,173.58,191.66,181.35,159.25,168.98,207.36,190.12,156.41,135.01,119.43,114.62,132.92,142.36,159.86,171.04
2/15/2018,168.86,168.56,149.95,154.54,147.12,143.56,159.88,172.77,184.96,216.08,226.06,202.2,182.03,169.13,199.05,149.03,141.95,138.91,145.57,152.44,171.04,190.26,216.06,216.04
2/16/2018,201.68,191.9,185.45,197.91,190.76,200.01,220.26,250.81,273.1,331.8,333.05,282.53,225.12,184.67,169.14,164.7,165.4,164.8,166.76,175.94,215.5,241.71,261.51,264.22
2/17/2018,265.52,249.33,235.37,228.51,243.83,254.5,255.48,259.26,257.8,277.01,285.08,264.94,244.75,204.43,183.92,183.46,196.28,194.93,193.67,200.9,251.59,286.57,335.04,310.4
2/18/2018,274.84,263.4,260.27,250.66,273.19,302.71,298.45,297.59,285.08,284.94,285.48,285.12,234.99,163.83,134.13,129.05,122.41,114.53,111.93,133.98,215.51,259.23,311.7,339.17
2/19/2018,375.06,391.28,388.98,405.56,400.12,395.97,388.67,392.95,429.12,444.92,422.8,376.53,286.37,244.46,199.23,172.12,158.27,157.18,142.48,171.9,231.69,288.47,353.86,360.13
2/20/2018,371.53,381.16,376.48,355.6,350.2,347.24,383.02,375.63,388.65,410.72,416.49,404.22,286.48,257.84,218.27,188.15,165.94,164.86,168.01,193.04,271.52,343.44,399.88,402.29
2/21/2018,436.72,432.36,451.84,404.7,409.57,429.65,426.18,402.55,389.41,439.99,466.7,423.54,309.62,240.37,207.27,200.7,191.53,188.54,201.89,243.42,300.86,326.55,375.98,415.04
2/22/2018,409.83,365.69,331.1,315.27,290.67,307.02,312.99,308.64,345.4,415.87,490.32,487.96,353.15,302.43,278.85,218.5,188.35,175.25,188.06,231.76,262.14,296.39,332.51,315.07
2/23/2018,326.45,352.15,334.04,313.98,302.93,296.62,303,315.48,342.19,382.65,472.05,460.1,389.03,325.67,316.79,298.45,267.45,260.3,254.1,277.7,318.52,355.09,365.75,385.26
2/24/2018,394.1,389.54,368.16,356.24,325.07,316.96,329.46,345.82,377.51,414.82,436.01,404.62,405.86,351.98,280.93,257.07,246.31,255.29,305.77,339.41,356.85,372.97,390.13,362.04
2/25/2018,369.66,389.13,396.53,400.2,349.82,269.6,221.36,204.38,184,176.1,205.26,188.96,190.53,186.27,191.94,173.37,163.06,172.67,148.72,144.3,145.14,156.96,159.24,151.94
2/26/2018,132.99,131.9,115.67,107.58,120.98,137.05,145.16,144.19,146.73,166.53,177.71,163.61,154.88,213.09,219.16,183.61,191.35,199.46,216.75,133.95,123.19,142.05,153.33,140.44
